timestamp,senderId,ldrValue,dhtTemp,humidity,thermistorTemp,voltage,current,valid,gateway_timestamp_ms,ml_prediction
2025-12-29T16:02:02.103444,1,1321.0,20.0,50.7,17.52029,1.413834,0.0,True,1767003422103,Panel Efficiency Fault
2025-12-29T16:02:05.798926,1,1343.0,20.0,50.9,17.60483,1.409317,0.0,True,1767003425798,Sensor Failure (Current)
2025-12-29T16:02:10.321170,1,1342.0,20.1,51.0,17.59246,1.442039,0.0,True,1767003430321,Panel Efficiency Fault
2025-12-29T16:02:13.765636,1,1320.0,20.0,51.1,17.03344,1.446435,0.0,True,1767003433765,Panel Efficiency Fault
2025-12-29T16:02:19.391145,1,1360.0,20.0,51.3,17.53738,1.453883,0.0,True,1767003439391,Sensor Failure (Current)
2025-12-29T16:02:22.614093,1,1360.0,20.0,51.3,17.53738,1.453883,0.0,True,1767003442614,Sensor Failure (Current)
2025-12-29T16:02:26.844872,1,1343.0,20.0,51.5,17.29898,1.479524,0.0,True,1767003446844,Sensor Failure (Current)
2025-12-29T16:02:30.080349,1,1322.0,20.0,51.5,17.3789,1.485018,0.0,True,1767003450080,Panel Efficiency Fault
2025-12-29T16:02:34.968213,1,1361.0,20.1,51.3,17.19681,1.519083,0.0,True,1767003454968,Sensor Failure (Current)
2025-12-29T16:02:38.458878,1,1344.0,20.1,51.3,17.06937,1.508461,0.0,True,1767003458458,Sensor Failure (Current)
2025-12-29T16:02:42.536942,1,1344.0,20.1,51.3,17.06937,1.508461,0.0,True,1767003462536,Sensor Failure (Current)
2025-12-29T16:02:45.766479,1,1355.0,20.0,51.2,17.00692,1.532515,0.0,True,1767003465766,Sensor Failure (Current)
2025-12-29T16:02:49.992159,1,1357.0,20.0,51.3,16.89093,1.540695,0.0,True,1767003469992,Sensor Failure (Current)
2025-12-29T16:02:53.280073,1,1346.0,20.0,51.3,16.68365,1.574273,0.0,True,1767003473280,Sensor Failure (Current)
2025-12-29T16:02:58.048305,1,1346.0,20.0,51.3,16.68365,1.574273,0.0,True,1767003478048,Sensor Failure (Current)
2025-12-29T16:03:05.340308,1,1355.0,20.1,51.0,16.94699,1.568412,0.0,True,1767003485340,Sensor Failure (Current)
2025-12-29T16:03:08.695427,1,1361.0,20.0,51.0,16.87937,1.544602,0.0,True,1767003488695,Sensor Failure (Current)
2025-12-29T16:03:12.744630,1,1361.0,20.0,51.0,16.87937,1.544602,0.0,True,1767003492744,Sensor Failure (Current)
2025-12-29T16:03:23.695592,1,1361.0,20.0,51.2,16.33587,1.5689,0.0,True,1767003503695,Sensor Failure (Current)
2025-12-29T16:03:29.199233,1,1363.0,20.1,51.3,16.41739,1.611269,0.0,True,1767003509199,Sensor Failure (Current)
2025-12-29T16:03:32.623156,1,1363.0,20.1,51.3,16.41739,1.611269,0.0,True,1767003512623,Sensor Failure (Current)
2025-12-29T16:03:46.045374,1,1296.0,20.1,50.9,16.31397,2.380982,0.0,True,1767003526045,Sensor Failure (Current)
2025-12-29T16:03:49.416653,1,1361.0,20.1,50.8,16.21009,5.597197,0.0,True,1767003529416,Sensor Failure (Current)
2025-12-29T16:04:02.202434,1,1360.0,20.1,50.6,16.12718,2.306746,0.0,True,1767003542202,Sensor Failure (Current)
2025-12-29T16:04:21.360078,1,1171.0,20.1,50.4,16.05241,1.558033,0.0,True,1767003561360,Panel Efficiency Fault
2025-12-29T16:04:24.733035,1,1297.0,20.1,50.2,15.55149,1.803453,0.0,True,1767003564733,Sensor Failure (Current)
2025-12-29T16:04:28.925088,1,1299.0,20.1,50.2,18.75221,1.753148,0.0,True,1767003568925,Panel Efficiency Fault
